id,New-Identifiers-words-AVG,New-Identifiers-words-MIN,New-Abstractness-words-AVG,New-Abstractness-words-MAX,New-Abstractness-words-MIN,New-Commented-words-AVG,New-Commented-words-MAX,New-Synonym-commented-words-AVG,New-Synonym-commented-words-MAX,New-Comments-readability,New-Number-of-senses-AVG,New-Number-of-senses-MAX,New-Semantic-Text-Coherence-Standard-@-0.1,New-Semantic-Text-Coherence-Normalized-@-0.3,New-Text-Coherence-AVG,New-Text-Coherence-MIN,New-Text-Coherence-MAX,BW-Avg-Assignment,BW-Avg-blank-lines,BW-Avg-commas,BW-Avg-comments,BW-Avg-comparisons,BW-Avg-Identifiers-Length,BW-Avg-conditionals,BW-Avg-indentation-length,BW-Avg-keywords,BW-Avg-line-length,BW-Avg-loops,BW-Avg-number-of-identifiers,BW-Avg-numbers,BW-Avg-operators,BW-Avg-parenthesis,BW-Avg-periods,BW-Avg-spaces,BW-Max-Identifiers-Length,BW-Max-indentation,BW-Max-keywords,BW-Max-line-length,BW-Max-number-of-identifiers,BW-Max-numbers,BW-Max-char,BW-Max-words,Posnett-entropy,Posnett-volume,Posnett-lines,Dorn-DFT-Assignments,Dorn-DFT-Commas,Dorn-DFT-Comments,Dorn-DFT-Comparisons,Dorn-DFT-Conditionals,Dorn-DFT-Indentations,Dorn-DFT-Keywords,Dorn-DFT-LineLengths,Dorn-DFT-Loops,Dorn-DFT-Identifiers,Dorn-DFT-Numbers,Dorn-DFT-Operators,Dorn-DFT-Parenthesis,Dorn-DFT-Periods,Dorn-DFT-Spaces,Dorn-Visual-X-Comments,Dorn-Visual-Y-Comments,Dorn-Visual-X-Identifiers,Dorn-Visual-Y-Identifiers,Dorn-Visual-X-Keywords,Dorn-Visual-Y-Keywords,Dorn-Visual-X-Numbers,Dorn-Visual-Y-Numbers,Dorn-Visual-X-Strings,Dorn-Visual-Y-Strings,Dorn-Visual-X-Literals,Dorn-Visual-Y-Literals,Dorn-Visual-X-Operators,Dorn-Visual-Y-Operators,Dorn-Areas-Comments,Dorn-Areas-Identifiers,Dorn-Areas-Keywords,Dorn-Areas-Numbers,Dorn-Areas-Strings,Dorn-Areas-Literals,Dorn-Areas-Operators,Dorn-Areas-Identifiers/Comments,Dorn-Areas-Keywords/Comments,Dorn-Areas-Numbers/Comments,Dorn-Areas-Strings/Comments,Dorn-Areas-Literals/Comments,Dorn-Areas-Operators/Comments,Dorn-Areas-Keywords/Identifiers,Dorn-Areas-Numbers/Identifiers,Dorn-Areas-Strings/Identifiers,Dorn-Areas-Literals/Identifiers,Dorn-Areas-Operators/Identifiers,Dorn-Areas-Numbers/Keywords,Dorn-Areas-Strings/Keywords,Dorn-Areas-Literals/Keywords,Dorn-Areas-Operators/Keywords,Dorn-Areas-Strings/Numbers,Dorn-Areas-Literals/Numbers,Dorn-Areas-Operators/Numbers,Dorn-Areas-Literals/Strings,Dorn-Areas-Operators/Strings,Dorn-Areas-Operators/Literals,Dorn-align-blocks,Dorn-align-extent,Readable
Dorn76,0.880435,0,4.954545,12,0,0.934783,4,4.22549,16,56.26,12.445652,45,19,0.73913,0.496341,0.3698,0.774597,0.116279,0.2,0.069767,0.153846,0.232558,6.5,0.030303,0,0.30303,19.333333,0,1.909091,0.060606,0.255814,0.55814,0.242424,1.060606,14,0,2,72,9,2,96,10,4.997357,739.342177,50,43,43,51,43,43,41,41,48,1,43,43,43,43,43,42,135.960784,49.941606,135.980392,49.810219,136,49.087591,0,0,136,49.927007,0,0,135.803922,49.788321,0.355885,0.359592,0.053753,0,0.07507,0,0.066728,1.010417,0.151042,0,0.210938,0,0.1875,0.149485,0,0.208763,0,0.185567,0,1.396552,0,1.241379,0,0,0,0,0.888889,0,35,52,4.15
Dorn77,0.8,0,4.084337,10,0,0.05,2,1.241379,6,100,9.29,41,13,0.928571,0,0,0,0.071429,0.1,0.071429,0.038462,0.071429,7.4,0,2.04,0.6,26.32,0.12,2.4,0.12,0.142857,0.714286,0.2,4.4,28,6,2,94,16,1,116,8,4.862233,608.759592,30,28,28,31,28,1,28,27,30,28,28,28,28,28,28,27,97,29.693878,96.967742,29.765306,97,29.908163,96.741935,29.877551,97,29.673469,0,0,96.870968,29.765306,0.05914,0.408602,0.076613,0.004032,0.18414,0,0.094086,6.909091,1.295455,0.068182,3.113636,0,1.590909,0.1875,0.009868,0.450658,0,0.230263,0.052632,2.403509,0,1.22807,45.666667,0,23.333333,0,0.510949,0,7,8,3.19
Dorn78,0.757576,0,6.703704,13,0,0,0,2.025641,7,100,4.636364,16,5,1,0,0,0,0,0.1,0,0.3,0,9.136364,0,0,0.857143,38.571429,0,3.285714,0,0,0.125,2.285714,1,27,0,3,77,7,0,33,3,4.633505,211.774477,10,1,1,11,1,1,1,8,10,1,8,1,1,8,8,8,77,9.987179,76.727273,9.948718,76.909091,9.935897,0,0,0,0,0,0,77,9.846154,0.112211,0.663366,0.132013,0,0,0,0.069307,5.911765,1.176471,0,0,0,0.617647,0.199005,0,0,0,0.104478,0,0,0,0.525,0,0,0,0,0,0,49,86,4.17
Dorn81,0.846154,0,6.909091,8,4,0,0,0.578947,1,100,4.384615,15,3,1,0,1,0,0,0.2,0,0.333333,0,9.666667,0,0,1,24.166667,0,1.5,0,0,0.5,0.833333,1.333333,15,0,3,59,6,0,14,4,4.78704,120.927825,10,1,1,11,1,1,8,8,9,1,8,1,1,8,8,8,59,9.966667,59,9.9,58.818182,9.783333,0,0,0,0,0,0,58.909091,9.866667,0.18232,0.480663,0.19337,0,0,0,0.077348,2.636364,1.060606,0,0,0,0.424242,0.402299,0,0,0,0.16092,0,0,0,0.4,0,0,0,0,0,0,1,2,3.25
Dorn85,0.84375,0,4.657407,9,0,0.007813,1,3.037037,14,0,10.304688,45,19,0.894737,0.510934,1,0.845154,0.166667,0.3,0.333333,0.045455,0.033333,10.916667,0.047619,0,0.333333,38.095238,0,2.857143,0.047619,0,0.4,0.619048,1.857143,35,0,2,68,6,1,94,11,5.157075,740.014043,30,30,29,29,30,30,22,30,27,1,26,30,1,30,30,30,0,0,70.967742,29.638889,71,29.388889,71,30,70.967742,29.861111,0,0,70.806452,29.736111,0,0.705536,0.037691,0.001178,0.077739,0,0.074205,0,0,0,0,0,0,0.053422,0.001669,0.110184,0,0.105175,0.03125,2.0625,0,1.96875,66,0,63,0,0.954545,0,8,8,3.71
Dorn89,0.411765,0,8.75,11,6,0.647059,7,2.052632,7,100,2.176471,12,2,0.5,0,0,0,0,0.033333,0,0.9,0,7.538462,0,0,0.666667,41.666667,0,4,0,0,0,3.333333,0.666667,15,0,1,66,6,0,184,9,5.020544,86.37013,30,1,1,1,1,1,1,4,30,1,4,1,1,1,4,4,79.967742,29.481481,80,29.950617,80,29.259259,0,0,0,0,0,0,79.967742,29.925926,0.891133,0.08604,0.010536,0,0,0,0.010536,0.096552,0.011823,0,0,0,0.011823,0.122449,0,0,0,0.122449,0,0,0,1,0,0,0,0,0,0,83,114,2.76
Dorn93,0.74,0,4.539474,10,0,0.66,9,4.04386,15,0,5.74,37,14,0.7,0.553481,0.280976,1,0.108108,0.12,0.027027,0.03125,0.108108,8.936709,0.129032,0,0.451613,30.741935,0.064516,2.516129,0.193548,0.108108,1.135135,0.645161,1.258065,20,0,2,111,11,4,134,7,5.041623,1389.744209,50,37,37,51,37,37,1,37,50,37,37,36,37,37,37,37,0,0,104,49.866667,102.529412,49.27619,104,49.295238,103.960784,49.742857,0,0,103.941176,49.6,0,0.328307,0.031528,0.006854,0.41878,0,0.102125,0,0,0,0,0,0,0.096033,0.020877,1.275574,0,0.311065,0.217391,13.282609,0,3.23913,61.1,0,14.9,0,0.243863,0,42,45,3.88
Dorn105,0.969925,0,4.968992,9,0,0,0,0.577465,8,0,7.360902,37,18,0.473684,0.843274,1,0.843274,0.133333,0.166667,0.266667,0.038462,0,15.115385,0.16,0,0.36,37.8,0,2.08,0,0,0.733333,0.32,1.4,32,0,2,71,4,0,127,17,4.866835,637.154925,30,29,29,30,1,29,24,30,24,1,24,1,1,29,29,29,0,0,69.645161,29.287671,72,29.616438,0,0,72,29.630137,0,0,71.419355,29.493151,0,0.572854,0.03493,0,0.227545,0,0.072854,0,0,0,0,0,0,0.060976,0,0.397213,0,0.127178,0,6.514286,0,2.085714,0,0,0,0,0.320175,0,20,22,2.88
Dorn107,0.5625,0,6.333333,11,0,0,0,3.75,6,0,2.4375,12,8,0.75,0,0,0,0,0.2,0,0.111111,0,6.325,0,0,1,43.625,0,5,0,0,0,4,1,21,0,1,60,6,0,35,8,4.3528,366.9534,10,1,1,11,1,1,1,1,10,1,10,1,1,1,10,1,0,0,60,9.737705,60,8,0,0,0,0,0,0,59.454545,9.868852,0,0.724928,0.137536,0,0,0,0.114613,0,0,0,0,0,0,0.189723,0,0,0,0.158103,0,0,0,0.833333,0,0,0,0,0,0,75,189,4.13
Dorn109,0.777778,0,4.946237,11,0,0.222222,2,3.175573,13,0,6.025641,37,16,0.6,0,0,0,0.152174,0.14,0.043478,0.025,0.043478,7.833333,0.102564,0,0.358974,23.051282,0.051282,1.846154,0.282051,0.086957,0.913043,0.487179,0.948718,29,0,2,69,7,5,99,6,5.140245,1334.806038,50,45,46,51,46,46,44,46,50,46,46,46,46,46,46,46,0,0,70.960784,49.958333,70.941176,49.25,70.921569,49.069444,70.921569,49.763889,0,0,70.921569,49.833333,0,0.457411,0.039182,0.015332,0.225724,0,0.125213,0,0,0,0,0,0,0.085661,0.03352,0.493482,0,0.273743,0.391304,5.76087,0,3.195652,14.722222,0,8.166667,0,0.554717,0,40,45,3.4
Dorn111,0.651515,0,5.386364,11,0,0.045455,1,1.292683,4,100,6.757576,36,13,1,0,0,0,0.107143,0.2,0,0.12,0.035714,7.695652,0.090909,0.045455,0.727273,24.909091,0.045455,2,0.136364,0.214286,0.607143,0.818182,1.454545,29,1,3,76,7,4,61,5,5.056097,698.806295,30,28,1,31,28,28,28,28,30,28,28,28,28,28,28,28,76,30,75.967742,29.753247,75.806452,29.909091,76,29.805195,75.967742,29.857143,0,0,75.935484,29.831169,0.061611,0.515008,0.109005,0.011058,0.075829,0,0.105845,8.358974,1.769231,0.179487,1.230769,0,1.717949,0.211656,0.021472,0.147239,0,0.205521,0.101449,0.695652,0,0.971014,6.857143,0,9.571429,0,1.395833,0,43,44,3.07
Dorn114,0.733333,0,3.744681,11,0,0.266667,4,1.855072,7,0,6.216667,37,14,1,0.43737,0.093659,0.95119,0.074074,0.166667,0,0.043478,0.037037,7.045455,0.090909,0.136364,0.409091,21.227273,0.045455,2.045455,0.227273,0.074074,0.814815,0.454545,1.181818,29,3,2,63,11,5,59,3,4.986535,668.350997,30,27,1,31,27,27,1,27,30,27,27,27,27,26,27,27,0,0,71,29.791667,71,29.986111,71,29.75,70.870968,29.888889,0,0,70.870968,29.666667,0,0.341969,0.034974,0.009067,0.322539,0,0.09715,0,0,0,0,0,0,0.102273,0.026515,0.943182,0,0.284091,0.259259,9.222222,0,2.777778,35.571429,0,10.714286,0,0.301205,0,8,8,3.57
Dorn118,0.719298,0,4.738095,10,0,0.052632,1,1.164384,4,100,7.017544,36,13,1,0,0,0,0.074074,0.2,0,0.125,0.037037,7.219512,0.095238,0.047619,0.761905,22.952381,0.047619,1.857143,0.190476,0.222222,0.592593,0.809524,1.380952,29,1,3,58,6,4,48,3,5.121753,680.691041,30,27,1,31,27,27,27,27,30,27,27,27,27,27,27,27,58,30,57.903226,29.762712,57.83871,29.847458,58,29.762712,57.967742,29.932203,0,0,57.935484,29.847458,0.065436,0.478188,0.115772,0.011745,0.088926,0,0.110738,7.307692,1.769231,0.179487,1.358974,0,1.692308,0.242105,0.024561,0.185965,0,0.231579,0.101449,0.768116,0,0.956522,7.571429,0,9.428571,0,1.245283,0,43,44,3.21
Dorn120,0.886364,0,5.488372,10,0,1.772727,4,3.401961,15,100,10.886364,45,17,0.789474,0.382606,0.25,0.75,0.151515,0.06,0.333333,0.375,0,9.272727,0,7.4,0.433333,26.533333,0,1.466667,0,0,0.363636,0.1,8.566667,20,19,3,76,6,0,462,19,4.270616,559.927747,50,33,33,51,1,1,33,33,50,1,33,1,1,33,33,33,78.980392,49.7125,78.901961,49.9125,78.941176,49.725,0,0,0,0,0,0,78.862745,49.8,0.447552,0.285315,0.046154,0,0,0,0.037762,0.6375,0.103125,0,0,0,0.084375,0.161765,0,0,0,0.132353,0,0,0,0.818182,0,0,0,0,0,0,43,74,3.53
Dorn121,0.830769,0,4.163636,9,0,0.1,1,3.03871,13,0,11.007692,45,19,0.708333,0,1,0,0.233333,0.1,0.3,0.035714,0.166667,6.314607,0.259259,10.37037,0.925926,41.185185,0.111111,3.814815,0.296296,0.133333,0.566667,0.444444,12.333333,14,20,5,109,12,2,357,14,4.199649,1077.976532,30,30,30,31,30,30,29,29,22,30,22,30,30,30,30,30,0,0,108.967742,29.772727,108.967742,29.672727,108.903226,29.790909,109,29.972727,0,0,108.903226,29.736364,0,0.476103,0.071691,0.005515,0.063419,0,0.084559,0,0,0,0,0,0,0.150579,0.011583,0.133205,0,0.177606,0.076923,0.884615,0,1.179487,11.5,0,15.333333,0,1.333333,0,20,22,3.38
Dorn122,0.75,0,5,10,0,0.125,1,2.029412,5,0,3.666667,15,6,0.857143,0,1,0,0.2,0.1,0.2,0.1,0.2,4.857143,0.111111,9.777778,1.111111,30,0,3.222222,0,0,0.2,0.666667,11.444444,14,16,2,66,9,0,103,4,3.787577,218.512149,10,10,10,11,10,10,1,1,6,1,6,1,1,10,10,1,0,0,65.818182,9.835821,65.727273,9.447761,0,0,0,0,0,0,65.727273,9.791045,0,0.377778,0.162963,0,0,0,0.077778,0,0,0,0,0,0,0.431373,0,0,0,0.205882,0,0,0,0.477273,0,0,0,0,0,0,3,3,2.78
Dorn123,0.623377,0,5.96,9,0,0.11039,1,3.57764,17,100,5.798701,45,29,0.966667,0,0,0,0.173913,0.285714,0.217391,0.111111,0,6.550459,0.03125,5.25,0.21875,33.78125,0,4.15625,0,0.108696,0.608696,1.09375,6.34375,22,12,1,81,10,0,236,10,4.649307,1368.797102,49,43,46,51,1,46,46,45,49,1,46,1,46,46,46,46,80.980392,49.878049,80.921569,49.890244,80.960784,49.902439,0,0,80.960784,49.865854,0,0,80.921569,49.926829,0.088061,0.563929,0.018628,0,0.059272,0,0.100762,6.403846,0.211538,0,0.673077,0,1.144231,0.033033,0,0.105105,0,0.178679,0,3.181818,0,5.409091,0,0,0,0,1.7,0,42,50,1.99
Dorn125,0.56917,0,5.958549,10,0,0.118577,1,5.264286,29,0,4.905138,45,37,0.820513,0,0,0,0.24,0.1,0.18,0.021739,0.12,6.742857,0.2,10.644444,0.6,39.933333,0.022222,3.911111,0.266667,0.12,0.46,0.888889,11.933333,22,20,2,108,14,4,565,22,4.365459,1917.550795,50,49,49,51,50,50,50,49,50,50,30,50,50,49,50,50,0,0,107.980392,49.853211,107.803922,49.834862,107.784314,49.880734,107.980392,49.981651,0,0,107.921569,49.770642,0,0.522354,0.054895,0.002264,0.031692,0,0.088851,0,0,0,0,0,0,0.105092,0.004334,0.060672,0,0.170098,0.041237,0.57732,0,1.618557,14,0,39.25,0,2.803571,0,54,61,3.23
Dorn130,0.920188,0,4.875,11,0,0.018779,1,9.447368,38,100,8.126761,45,34,0.777778,0.408248,1,0.408248,0.408163,0.14,0.285714,0.023256,0,6.653595,0,9.166667,0.357143,40.904762,0,4.452381,0.285714,0.020408,0.77551,1.095238,9.452381,21,45,1,81,10,2,437,20,4.409176,2116.919999,50,49,49,51,1,1,48,49,50,1,49,49,49,49,49,49,81,49.390244,80.980392,49.670732,80.921569,49.378049,81,50,80.960784,49.902439,0,0,80.882353,49.731707,0.016393,0.575527,0.033372,0.000585,0.039227,0,0.10363,35.107143,2.035714,0.035714,2.392857,0,6.321429,0.057986,0.001017,0.068159,0,0.180061,0.017544,1.175439,0,3.105263,67,0,177,0,2.641791,0,91,111,3.44
Dorn133,0.677966,0,3.928571,9,0,0.322034,2,6.971014,16,67.425,3.813559,45,15,0.8125,0,0,0,0.115385,0.266667,0.615385,0.217391,0,5.070175,0.111111,7.555556,0.555556,31.555556,0,3.944444,0,0.461538,0.346154,0.777778,8.666667,12,12,1,66,9,0,244,22,4.373339,655,30,26,26,30,1,26,25,26,30,1,21,1,26,26,25,25,47.870968,29.619718,69.83871,29.746479,69.967742,29.774648,0,0,0,0,0,0,69.967742,29.873239,0.401475,0.304531,0.044257,0,0,0,0.072708,0.75853,0.110236,0,0,0,0.181102,0.145329,0,0,0,0.238754,0,0,0,1.642857,0,0,0,0,0,0,18,19,3.65
Dorn137,0.715789,0,5.521127,10,0,0.547368,2,5.271845,16,100,6.557895,36,16,1,0,1,0,0.434783,0.033333,0.521739,0.241379,0.913043,5.126437,0.045455,11.363636,0.363636,41.363636,0,4.681818,0,0.391304,0.652174,0.954545,11.363636,17,39,1,78,11,0,358,10,4.495644,909.582995,30,23,23,31,23,23,23,23,28,1,23,1,23,23,23,23,76.483871,29.9,78.935484,29.8,78.935484,29.85,0,0,78.935484,29.8125,0,0,78.870968,29.725,0.300078,0.254092,0.014809,0,0.16212,0,0.065472,0.846753,0.049351,0,0.54026,0,0.218182,0.058282,0,0.638037,0,0.257669,0,10.947368,0,4.421053,0,0,0,0,0.403846,0,14,16,2.48
Dorn146,0.769231,0,6.7,9,0,0.307692,1,1.846154,4,100,4.615385,21,2,1,0,0,0,0.666667,0.125,1.666667,0.571429,0,5.8,0,0,0,33.666667,0,3.333333,1,0.333333,0,0,2.333333,12,0,0,61,7,6,16,4,5.233095,98.099108,8,3,3,1,1,1,1,1,8,1,3,3,3,1,1,3,48,7.645161,61,7.967742,0,0,61,7.870968,60.888889,7.854839,0,0,61,7.887097,0.497512,0.099502,0,0.00995,0.303483,0,0.064677,0.2,0,0.02,0.61,0,0.13,0,0.1,3.05,0,0.65,0,0,0,0,30.5,0,6.5,0,0.213115,0,2,2,3.1
Dorn149,0.788732,0,5.035714,8,0,0.183099,1,5.493151,13,0,5.098592,15,8,0.75,0,0,0,0.1,0,1.4,0.090909,0,5.92,0,6,0.2,46.5,0,5.1,1.4,0,1.3,1.8,6.8,32,12,1,78,11,22,68,6,4.584539,538.423751,10,10,10,11,1,1,9,10,6,1,9,10,1,6,9,9,0,0,77.818182,9.594937,78,10,78,10,0,0,0,0,77.818182,9.620253,0,0.660793,0.013216,0.044053,0,0,0.134361,0,0,0,0,0,0,0.02,0.066667,0,0,0.203333,3.333333,0,0,10.166667,0,0,3.05,0,0,0,18,20,3.61
Dorn150,0.398551,0,5.626866,11,0,0.550725,2,7.811189,20,100,3.442029,47,19,0.857143,0,0,0,0.615385,0.172414,0.576923,0.045455,0,6.102564,0,1.142857,0.238095,33.142857,0,3.380952,0.333333,0.115385,0.576923,0.761905,4.238095,28,4,1,74,14,9,101,16,5.42603,915.197705,29,26,26,30,1,1,26,26,29,1,26,26,26,26,26,26,73.966667,28.773333,73.966667,28.866667,73.966667,28.16,74,28.946667,74,29,0,0,73.933333,28.893333,0.096031,0.620999,0.03073,0.012804,0.006402,0,0.103713,6.466667,0.32,0.133333,0.066667,0,1.08,0.049485,0.020619,0.010309,0,0.16701,0.416667,0.208333,0,3.375,0.5,0,8.1,0,16.2,0,50,124,2.8
Dorn155,0.5,0,3.8,9,0,1.347826,3,12.185185,24,100,4.76087,19,10,0.625,0,0,0,0.409091,0.103448,0.318182,0.136364,0,3.404762,0,4.421053,0.421053,20.947368,0.052632,2.894737,0,0,0.909091,0.631579,5.631579,10,12,2,39,6,0,179,18,4.521213,582.957719,29,20,20,29,1,1,20,19,27,22,20,1,1,20,20,20,67.806452,29.830986,69.967742,29.507042,69.870968,29.140845,0,0,69.903226,29.901408,0,0,69.935484,29.788732,0.500627,0.173149,0.040151,0,0.066499,0,0.074028,0.345865,0.080201,0,0.132832,0,0.14787,0.231884,0,0.384058,0,0.427536,0,1.65625,0,1.84375,0,0,0,0,1.113208,0,26,46,2.27
Dorn159,0.481481,0,4.375,9,0,1.666667,7,2.515152,10,100,5.222222,22,9,1,0,0,0,0.15,0.241379,0,0.315789,0.05,7.588235,0.076923,1.230769,0.461538,16.615385,0,1.615385,0,0,0.2,0.153846,2.384615,19,4,2,45,4,0,69,5,4.898711,204.329672,29,20,1,30,20,20,20,20,27,1,20,1,1,20,20,20,60.733333,28.787879,64.933333,28.772727,64.966667,28.757576,0,0,64.666667,28.924242,0,0,64.9,28.742424,0.604089,0.215613,0.050186,0,0.031599,0,0.042751,0.356923,0.083077,0,0.052308,0,0.070769,0.232759,0,0.146552,0,0.198276,0,0.62963,0,0.851852,0,0,0,0,1.352941,0,9,11,3.4
Dorn161,0.744898,0,5.320513,10,0,0.336735,2,3.343137,12,100,7.234694,45,15,0.866667,0,1,0,0.137931,0.366667,0.344828,0.052632,0,7.90566,0,9.5,0.222222,38.888889,0,3.666667,0.055556,0,0.551724,0.666667,9.611111,21,31,1,76,9,1,230,13,4.425437,636.293456,30,29,29,21,1,1,29,29,30,1,29,1,1,29,29,29,66.967742,29.897059,66.935484,29.882353,66.903226,29.926471,0,0,0,0,0,0,66.870968,29.779412,0.195349,0.488372,0.019767,0,0,0,0.072093,2.5,0.10119,0,0,0,0.369048,0.040476,0,0,0,0.147619,0,0,0,3.647059,0,0,0,0,0,0,15,26,3.54
Dorn167,0.692308,0,5.888889,11,0,0.230769,1,3.170732,10,100,5.128205,37,6,0.833333,0,1,0,0,0,0.9,0.090909,0,5.53125,0,6.4,0.2,31.8,0,3.4,0.5,0.1,1.1,0.9,7.5,15,12,1,75,8,6,90,10,4.881765,357.233419,10,1,10,10,1,1,9,10,9,1,9,10,10,10,9,9,78,9.860759,77.818182,9.810127,78,10,78,9.936709,0,0,0,0,77.727273,9.860759,0.235732,0.449132,0.014888,0.007444,0,0,0.1067,1.905263,0.063158,0.031579,0,0,0.452632,0.033149,0.016575,0,0,0.237569,0.5,0,0,7.166667,0,0,14.333333,0,0,0,39,41,3.53
Dorn169,0.535714,0,3.8,8,0,0.178571,2,2.117647,6,100,2.642857,15,7,0.875,0,0,0,0.230769,0.166667,0.307692,0.111111,0,6.32,0,1.5,0.75,31.625,0,3.5,0,0.153846,0.153846,0.875,3.75,20,4,2,49,6,0,208,7,4.894568,218.261241,30,13,13,31,1,1,13,13,30,1,12,1,13,13,13,13,68.387097,30,73,29.959459,72.967742,30,0,0,73,29.783784,0,0,72.903226,29.905405,0.743354,0.139059,0.033742,0,0.034765,0,0.017382,0.18707,0.045392,0,0.046768,0,0.023384,0.242647,0,0.25,0,0.125,0,1.030303,0,0.515152,0,0,0,0,0.5,0,49,70,3.4
Dorn170,0.707483,0,4.527778,9,0,0.591837,2,7.024242,25,100,6.054422,57,29,0.935484,0,0,0,0.340909,0.2,0.159091,0.028571,0.022727,7.22549,0.029412,8.294118,0.529412,38.029412,0.058824,3.764706,0.176471,0.068182,0.545455,0.5,9.882353,21,26,2,73,8,2,362,16,4.530861,1471.640448,50,44,44,51,44,44,43,44,48,44,42,44,44,43,44,44,72.980392,49.837838,73,49.851351,72.862745,49.878378,73,50,72.960784,49.918919,0,0,72.784314,49.824324,0.15445,0.414921,0.043848,0.000654,0.087042,0,0.078534,2.686441,0.283898,0.004237,0.563559,0,0.508475,0.105678,0.001577,0.209779,0,0.189274,0.014925,1.985075,0,1.791045,133,0,120,0,0.902256,0,43,43,2.68
Dorn174,0.540373,0,4.888889,10,0,0.509317,3,5.191257,20,89.755,5.720497,45,22,0.814815,0.288675,1,0.288675,0.275,0.06,0.35,0.097561,0.025,5.889706,0.081081,11.675676,0.594595,43.621622,0.108108,4.459459,0.243243,0.3,0.7,0.918919,13.756757,16,32,3,130,15,3,640,14,4.483608,1397.189333,50,40,40,51,40,39,40,40,45,40,40,1,40,40,40,40,129.980392,49.854962,130,49.793893,129.764706,49.679389,0,0,130,49.816794,0,0,129.862745,49.740458,0.286676,0.266487,0.025123,0,0.154778,0,0.052939,0.929577,0.087637,0,0.539906,0,0.184664,0.094276,0,0.580808,0,0.198653,0,6.160714,0,2.107143,0,0,0,0,0.342029,0,56,59,3.72
Dorn176,0.643836,0,5.714286,10,0,0.589041,4,3.397727,10,100,4.931507,37,19,0.947368,0,0,0,0.09375,0,0.1875,0.36,0.03125,6.135593,0.03125,5.375,0.46875,22.625,0.03125,2.375,0,0.125,0.40625,0.46875,6.28125,13,20,2,63,8,0,331,10,4.844399,778.852154,50,32,32,51,32,32,32,31,50,32,30,1,32,31,32,32,68.490196,50,73.980392,49.866667,73.843137,49.84,0,0,74,50,0,0,73.803922,49.786667,0.562339,0.231362,0.035347,0,0.002571,0,0.043702,0.411429,0.062857,0,0.004571,0,0.077714,0.152778,0,0.011111,0,0.188889,0,0.072727,0,1.236364,0,0,0,0,17,0,34,36,3.69
Dorn177,0.976608,0,4.245509,8,0,0.005848,1,8.146893,30,0,7.309942,45,16,0.5,0,1,0,0.033333,0,0.066667,0.032258,0,7.104762,0.033333,6.433333,0.2,37.433333,0,4.266667,0,0.1,0.866667,1.833333,6.933333,36,12,1,74,8,0,208,20,4.439874,1210.357108,30,30,30,31,1,30,26,26,21,1,26,1,30,30,29,26,0,0,73.967742,29.586667,73.483871,29.306667,0,0,0,0,0,0,73.709677,29.6,0,0.688192,0.017528,0,0,0,0.109779,0,0,0,0,0,0,0.025469,0,0,0,0.159517,0,0,0,6.263158,0,0,0,0,0,0,54,101,3.93
Dorn178,0,0,0,0,0,1,1,1,1,20.38,0,0,0,0,0,0,0,0,0.3,0,0.875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23,3,4.497073,0,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,81.909091,9.108434,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.28
Dorn182,0.825397,0,5.482143,10,0,1.047619,4,4.118421,11,100,8.222222,70,18,0.9,0,0,0,0.37931,0.18,0.206897,0.375,0.241379,5.728814,0.08,6.68,0.52,29.04,0.04,3.12,0.12,0.206897,0.413793,0.36,8.32,13,23,2,81,9,1,317,11,4.46586,677.65984,50,29,29,51,28,29,28,28,38,29,28,28,29,28,28,28,77.843137,49.585366,80.980392,49.731707,80.823529,49.756098,0,0,81,49.878049,0,0,80.843137,49.829268,0.463018,0.190089,0.034024,0,0.115385,0,0.044379,0.410543,0.073482,0,0.249201,0,0.095847,0.178988,0,0.607004,0,0.233463,0,3.391304,0,1.304348,0,0,0,0,0.384615,0,18,18,2.61
Dorn184,0.593496,0,5.179487,13,0,0.878049,7,4.224638,19,100,5.03252,57,22,0.785714,0,0,0,0.026316,0.166667,0.157895,0.184211,0.026316,4.862385,0.032258,8.967742,0.483871,34.096774,0,4.16129,0.16129,0.157895,0.315789,0.612903,11.322581,18,23,2,73,9,5,409,12,4.488312,679.398121,48,38,37,49,38,38,38,38,47,1,38,38,38,38,38,38,73,48,73,47.891892,72.938776,47.824324,73,47.351351,73,47.972973,0,0,72.897959,47.837838,0.262901,0.161088,0.038354,0.002789,0.290098,0,0.039052,0.612732,0.145889,0.01061,1.103448,0,0.148541,0.238095,0.017316,1.800866,0,0.242424,0.072727,7.563636,0,1.018182,104,0,14,0,0.134615,0,37,42,4.02
